Titel,Replacement,
Memorab.,,1
Memorial Literario,,1
Memorial literario,,1
"Memorial literario, instructivo y curioso de la Corte de Madrid",,1
"Memorial literario, instructivo y curioso de la corte de Madrid",,1
Memorias Destructivas#U,,1
Menschenhass und Reue,,6
Mercure,,6
Mercure Galant,,4
Mercures Galants,,1
Mercurio de España,,1
"Met., lib. 15",,1
Metamorhosen,,2
Metamorphosen,,20
Metodo~i,,1
Mezenzio,,1
Mille & une Nuit,,1
Minuetto,,1
Misanthrope,Le Misantrope,2
Misantrope,Le Misantrope,16
Misantropes,Le Misantrope,1
Misantropo~i,Le Misantrope,1
Misantropía,Le Misantrope,1
Mithridate,,3
Mondo Morale,,3
Mondo ben perduto,,1
Monsieur de Pourceaugnac.,,1
Moreto,,1
Morgante,,1
Moribus antiquis,,1
Morta di Cesare,,1
Morte d’Abelle,,2
Morte d’Adamo,,1
Moza de Cántaro,,1
Méchant,,1
Médée,,1
Mémoires de Mme. du Noyer,,1
Mémoires de la Baronne de Saint-Clair,,2
Mémoires du Comte de Grammont,,1
Mémoires pour servir à l’histoire de la vertu: extraits du Journal d'une jeune dame,,1
Ménagiana,,1
Nanine,,1
"Naturgeschichte, Buch VII",,1
Navigazione d’Enea,,1
Nazoli,,1
Nelle carte de’miei confratelli Pellegrini,,1
Nephelai,,1
Nitétis,,2
Notte Critica,,2
Notte critica,,2
Notte critica per introduzione alle Recite Autunnali dell’anno 1760.,,1
Nouveau Diogène,,2
Nouveau Spectateur,Le Nouveau Spectateur (Bastide),3
Nouveau choix de poesies morales et chrétiennes.,,1
Nouveau spectateur françois,Le Nouveau Spectateur français,1
"Nouveautés dediées à gens de differens etats, depuis la charruë jusqu'au sceptre",,2
Nouveaux Essais de Morale,,3
Nouvelles De la République des Lettres,,1
Nouvelles considérations sur l’Histoire.,,1
"Nouvelles d’Antoine-François Grazzini, dit le Lasca",,1
Nova Atlantis,,1
Novella Orientale.,,1
Novelle Morali,,2
Nozze di Dorina,,1
Nuovo Segreto,,6
Nuovo Segreto per,,1
Nuovo Testamento,,1
Nuovo segreto,,2
O Imitatores,,1
"Observations sur la société, et sur les moyens de ramener l’ordre et la sécurité dans son sein.",,1
Ode,,3
"Ode au Créateur de l’Univers, à l’occasion des Fragmens d’Orpheé.",,1
Ode du Jubilé,,1
Ode sur la Mort.,,1
Ode sur la Prise de Namur,,1
Ode à la Fortune.,,1
Oden,,24
Oden#H,,1
Oden.,,1
Odes Anacréontiques,,1
Odes Pindariques,,1
Odes sacrées,,1
Odes à la glace,,1
Odysee,,2
Odyssee,,6
"Odyssee, X.",,1
Odyssey,,1
Odyssée,,1
Oeuvres posthumes,,1
Oidipus in Kolonos,,1
Omelie,,1
Oraison funebre de Torsac,,1
Orator,,4
Oratore,,1
Orazioni,,1
Oreste,,1
Orfano della Cina,,1
Orlando,,1
Oroonoko : or the southern slave,,1
Orpheus und Eurydike,,1
Os Lusíadas.,,1
Osservatore,,1
Otaiti,,1
Othello,,4
Pablo y Virginia,,1
Padre Amoroso,,1
Palamon and Arcite,,1
Pamela,,1
Pane,,1
Panurge.,,2
Paradis perdu,,1
Paradise Lost,,2
Paradise Lost.,,1
Paradise lost.,,1
Paraiso,,1
Parallele des Anciens & des Modernes,,1
Paraphrase sur l’Histoire de Susanne,,2
Parc de Newgate,,1
Parfait Maquignon,,2
Pastor fido,,1
Pazza per amore,,1
"Pensées de Cicéron , traduites, pour servir à l'éducation de la jeunesse.",,1
"Pensées de Sénèque, recueillies par M. Angliviel de la Beaumelle.",,1
Pensées diverses sur la Comète,,1
Pensées ingénieuses des Peres de l’Eglise,,1
Pensées philosophiques.,,1
Phaenomena,,1
Pharamond,,2
Pharsale,,2
Phaëton.,,1
"Philaster, or Love Lies a-Bleeding",,2
Philosophe Nouvelliste,Le Philosophe nouvelliste,1
Philosophia Naturalis Principia Mathematica,,2
Philosophiae naturalis principia mathematica,,1
Phädra,,3
Phèdre.,,2
Phédre,,1
Phœnix,,1
Pindare aux Enfers,,1
Pirro e Demetrio,,1
Pièces choisies de nos meilleurs Poëtes,,1
Plaintes de Melpomene,,1
"Pleyto de Hernán Cortés, con Pánfilo de Narvaez",,1
Plutos,,1
Politeia,,1
Polyanthea.,,1
Pomone.,,1
Pompe Funèbre,,1
Poème sur la Loi naturelle,,1
Poème sur le désastre de Lisbonne.,,2
Poëme de la Chartreuse,,1
"Poëme sur la présente Posture des affaires, ou un Tour dans le Nord",,1
Practical Christianity,,1
Principes du droit de la nature et des gens.,,1
Principe~i,,1
Prop. lib. 2,,1
Prophetiae Evangelicae ac mors Isajae,,1
Proverbios morales,,5
Purgatorio. Canto III.,,1
Pénélope,,1
"Quattro Elegantissime Egloghe Rusticali, ora la prima volta poste insieme, e con diligenza stampate",,1
Quinte-Curce.,,1
Quintessence,,2
Quintessences,,1
Ragionamento sopra i mezzi per far rifiorire l’Agricoltura,,1
Raisons pour dissuader les Gens d’aller à la Comedie,,2
Rappresentazione,,1
Rasgo poético,,1
Raub der Persephone,,1
Recettes de la Comtesse,,2
Recherche de la Verité,,2
Recueil des meilleures Pièces de Poësie,,1
Reflexions sur le savoir,,1
Regia Parnassi,,1
Regles pour la conduite de l’esprit,,1
Reguini,,1
Reine Enchanteresse,,1
Religio Laici,,1
Religio Medici,,3
Remedia amoris,,1
Rhadamiste et Zénobie,,1
Riccardo Terzo,,1
Riccio rapito~i,,1
Rime Burlesche,,1
Rime burlesche,,1
Rodogune.,,1
Rolands,,1
Roman Comique,,2
Romeo and Juliet,,1
Romulus,,2
Roy du Pont,,2
Rudimentos Chronologicos,,1
Ruf.,,1
Rules and orders of the Society established at London for the encouragement of arts manufactures and Commerce,,1
"Réflexions désintéressées sur la constitution du pape Clément XI, qui condamne le Nouveau Testament du Père Quesnel.",,1
Réflexions ou Sentences et Maximes morales,,1
Réflexions sur les grands hommes qui sont morts en plaisantant,,1
Régles pour l’observation du Carême,,2
Répétition,,1
S. 6. ,,1
S. Marco,,1
"Saffo, ossia i riti di d’Apollo Leucadio",,1
Saggi Cap. xxxiv.,,1
Saggio sull’Uomo,,1
Sagra Scrittura,,2
Saint Loüis,,1
Samson Aconiste’s,,1
Sancho Ortíz de las Roelas,,1
Sat. X lib. I.,,1
"Sat., I.",,1
Satirae,,2
Satire,,3
Satire X,,1
Satiren,,52
Satiren VI.,,1
Satiren#H,,2
Satiren.,,1
Saturae,,1
Satyre de l’Honneur ,,1
Satyricon,,2
Satyrikon,,2
Scuole d’Atene,,1
Secchia rapita~i,,1
Segreto Nuovo,,1
Semanario de agricultura y artes dirigido á los parrocos.,,1
Semiramide,,1
Senofonte#H,,1
Sermoni,,1
Serse,,1
"Sethos, histoire, ou Vie tirée des monumens, anecdotes de l'ancienne Égypte, traduite d'un manuscrit grec.",,1
Sigismond and Guiscardo.,,1
Sileno,,1
Sofia,,1
Somnium Scipionis.,,1
Sonetto,,2
Sophonisbe,,2
Sot vengé,,1
Spectacle de la nature.,,1
Spectateur,,4
Spectateur ,,1
Spectateur Anglois,The Spectator,2
Spectateur Français,Le Spectateur français (Marivaux),1
Spectateur Français.,Le Spectateur français (Marivaux),1
Spectator,The Spectator,4
Spettatore,Lo Spettatore italiano,1
Spettatore Italiano,Lo Spettatore italiano,1
Spettatore Italiano-Piemontese,Lo Spettatore italiano,1
Sposa in Lutto,,1
St. Barthelemi,,1
Stichus,,1
Storia Critica della Filosofia,,1
Storia Ecclesiastica,,1
Storia Ecclesiastica di Monsignor Antonio Godeau Vescovo e Signor di Vence,,1
"Storia della vita, e della morte",,1
Supposes,,1
Syrene,,1
Systema Naturae,,1
Système de la Nature ou Des Loix du Monde Physique et du Monde,,1
Système de la Nature ou Des Loix du Monde Physique et du Monde Moral,,8
Talmud,,1
Tariffa delle Gabelle toscane,,1
Tartuffe ou l’Imposteur,,1
Te Deum,,3
Tebaide,,1
Telemaco,,1
Temi Veneta,,1
Tempore Julii Cæsaris~i,,1
The Alchemist,,1
The Athenian Mercury,,1
The British Apollo,,1
"The Complaint: or, Night-Thoughts on Life, Death, & Immortality",,1
The Countess of Pembroke’s Arcadia,,1
The Country Wife,,1
The Court Secret,,1
The Creation,,1
The Daily Courant,,2
The Discontented Colonel,,1
The Doubtful Heir,,1
The Examiner,,1
"The Fable of the Bees: or, Private Vices, Publick Benefits.",,1
The Fall of Tarquin,,1
The Fox,,2
The Guardian,The Guardian,4
The History and Fall of Caius Marius,,1
The History of England,,2
The History of England during the Reigns of the Royal house of Stuart.,,1
The History of the Rebellion and Civil Wars in England Begun in the Year 1641,,1
The Indian Emperour,,1
The Knight of the Burning Pestle,,1
The Laws of Candy,,1
The Medley,,1
The Mourning Bride.,,2
The Natural History of Staffordshire,,1
The New Atalantis,,1
"The Orphan, or The Unhappy Marriage",,1
"The Play called the foure PP; a newe and a very mery interlude of a palmer, a pardoner, a potycary, a pedler",,2
The Pleasures of the Imagination,,2
The Rape of the Lock,,2
The Recruiting Officer,,1
"The Rival Queens, or the Death of Alexander the Great",,1
The Spectator,The Spectator,18
The Spectator.,The Spectator,13
The Spirit of Massoney,,1
The State of Innocence,,1
The Tatler,The Tatler,4
The provoked husband or a journey to London,,1
Thebais,,2
Theodore,,1
Theogonie,,2
Thyestes,,1
Théagène & Chariclée,,1
Théodose,,2
Théologie physique ou démonstration de l’existence et des attributs de Dieu,,1
Théorie de la Terre,,1
Théorie de la terre,,1
Thétis et Pélée.,,1
Tiranno,,1
Titles of Honor,,1
Tout céde a l’Amour,,2
Traité de la Manie,,1
Traité de l’Amitié,,1
Traité de l’Amitié.,,1
Traité de l’Education,,1
Traité de l’éducation des enfans,,1
Traité des opinions des habitants de la cité idéale.,,1
Traité des principes de la foi chrétienne.,,1
Trattato del Governo della Famiglia,,1
Tribunal Catoniano,,2
Trionfo di Bacco,,1
Tristia,,3
Trostschrift an Marcia,,1
Tuscul. lib. V,,1
Tusculanae disputationes,,2
Tyrannick Love,,1
Télémaque,,1
Un Pasagonzalo á los autores del Memorial literario,,6
Un Pasagonzalo á los autores del memorial literario,,3
Un curioso accidente,,1
Una Travesura,,1
Utopia,,1
Uu Pasagonzalo á los autores del Memorial literario,,1
Variedades,,1
"Variedades de Ciencias, Literatura y Artes",,1
Variedades ó Anuncio,,1
Variӕ Lectiones,,1
Vas y voir,,1
Vecchio Testamento,,1
Veglie piacevoli,,1
Vendanges de Surenne,,1
Venere,,1
Venezia Liberata,,1
Versi Virgiliani,,1
"Vert-Vert, ou les voyages du perroquet de Nevers.",,1
Vervet.,,1
Veteri Medicina,,2
Viaggi del Gulliver,,1
Viaggio sotterraneo del Klimio,,1
Virgines Prudentes et Fatuae,,1
"Virgines prudentes, & fatue",,1
Vita Menagiana,,1
Vita di Marianna,,1
Vita d’Arlotto Mainardi Piovano di Cresci,,1
Vitto pitagorico,,1
Vocazione allo Stato Ecclesiastico,,1
Voglio appartenenti all’economia di villa,,1
Von der Dichtkunst,,3
Von der Kürze des Lebens,,1
Voyage du monde de Descartes,,1
Voyages du Chevalier Chardin en Perse et autres lieux de l’Orient,,1
Vulgata,,1
"Vulgata, Prov. 19",,1
Wahre Geschichten,,4
Weisheitsliteratur,,1
Werke und Tage,,1
Zadig ou La destinée,,1
Zaira,,1
Zarlino,,1
Zaïda: Fragments d’une vie,,1
Zaïde,,1
Zaïre,,2
Zaïre.,,1
Zelucco,,1
Zoroastro,,1
Zoroastro Re de’Battriani,,2
Zulica,,2
Zénéïde,,1
alexandre le grand,,2
alla Zaira,,1
aureng-Zeb,,2
chap. I. Art. I.,,1
chap.I. art. I.,,1
de Consideratione,,1
de Finibus,,1
de Medicina Brasiliensi,,1
de Mor. Germania,,1
"de Off. I. 2, c. 18",,1
de Officiis,,1
de officiis.,,1
de senectute,,1
della Tariffa delle Gabelle toscane,,1
"della coltura e potatura [99] degli ulivi, piantati in luoghi freddi",,1
dello Spirito,,1
die Wolken,,1
dissert. crit.,,1
el Mercurio,,1
el Pasagonzalo,,1
foglio Economico,,1
folle sageße,,1
giocondi uomini Toscani,,1
gli Uccelli,,1
il Messia,,1
la Bagatelle,La Bagatelle,1
la Béatitude Chrétienne,,1
la Casa Nuova,,1
la Force de l’Amour,,2
la Gazeta,,3
la Gazette,,1
la Henriade,,1
la Ligue,,1
la Magdelaine au Désert de la Sainte-Baume en Provence,,1
la Pharmacopée,,1
la Pierre Philosophale des Dames,,1
la Quintessence,,1
la Ruine d’annibal,,2
la Sagesse de Salomon,,1
la Sofía,,1
la forest de Windsor,,1
le Calcul de Jouvence,,1
le Censeur,Le Censeur ou Caractères des Mœurs de la Haye,1
le Comte Essex,,1
le Livre de Job,,1
le Mendiant de la Cour,,1
le Mercure Galant,,1
le Postillon,,1
le Pourceau a perdu sa perle,,1
le Socrate Moderne,Le Spectateur ou le Socrate moderne,1
le Spectateur Anglois,The Spectator,1
le Vol d’une boucle de cheveux,,1
le dernier coup de Pinceau,,2
le droit & l’obligation de penser librement,,1
les Avantures de Telémaque,,1
les Cocus de Londres,,1
les Contes Arabes,,1
les Souhaits,,1
les Traitez Secrets & les Négociations du Maréchal,,2
les nouvelles Litteraires,,1
lettere Persiane,,1
lib XI. c. 2,,1
lib. 2 in Ruf,,1
"lib. 21, cap. I.",,1
lib. I. cap. 3,,1
lib. III. c. 65,,1
lib. III. ch. 8,,1
"lib. XV, ch. 5, del’Esclavage dei Nègres",,1
lib. x. cap. 50,,1
l’Almanach de la St Jean,,1
l’Amour produit l’Amour,,1
l’Arithmetique,,2
l’Art poétique,,1
l’Association des Idées,,1
l’Ecriture Sainte,,1
l’Education des Gens de qualité,,1
l’Eloquence du tems,,1
l’Eloquence du tems par Mr...de l’Académie Françoise,,1
l’Esame dell’Esame,,1
l’Eunuque,,1
l’Histoire naturelle du Comté de Strafford,,1
l’Iliade,,1
l’Inquisiteur,,1
l’Isle des Goulus,,1
l’Observateur littéraire,,1
l’Oceana,,1
l’Oracle,,1
l’Orpheline,,1
l’Unzione del Reale Profeta Davidde,,1
l’art poétique,,1
ovvero Vite de’più bizzarri,,1
"p. I., s. 208.",,1
pro Arch.,,1
saturae,,1
spettatrice,La Spettatrice,2
sur la Priere,,1
sur le Baptême des petits Enfans,,2
sur l’Apocalypse,,2
un’Opera in versi in lode del Voltaire,,1
voyage d’Italie,,1
Äneis,,1
Églé,,2
Éloge de M. le Président de Montesquieu,,1
Émile ou De l’éducation,,1
"Émile, ou de l’éducation.",,2
"Épîtres morales. Essai sur la satyre, à la mémoire de Pope, par le Dr Brown.",,2
Ödipus,,3
Über den Redner,,1
Über die Liebeskunst,,1
Œdipe,,4
Œdipe.,,2
Œuvres melées de S. Evremont.,,1
